RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
266,64006163,Smith,733,France,Female,81,3,133068.02,1,1,1,102129.67,0,0,3,SILVER,415
267,61910807,Smith,817,France,Female,78,2,171434.66,3,0,0,178640.37,0,0,4,GOLD,962
268,64847136,Smith,421,France,Male,75,2,86803.36,4,0,1,15394.29,0,0,4,SILVER,354
269,83150359,Smith,647,Germany,Male,66,8,74742.62,2,0,0,159271.06,0,0,3,GOLD,886
270,40831219,Smith,834,France,Female,46,3,83824.14,1,1,1,82939.64,1,0,5,PLATINUM,244
271,33101383,Smith,358,France,Male,43,7,9651.97,2,0,1,112818.48,0,0,5,GOLD,672
272,27569187,Smith,630,France,Male,44,0,71185.16,3,0,1,53865.63,0,0,3,SILVER,838
273,64710375,Smith,822,Germany,Male,84,5,43236.6,1,0,0,120000.21,0,0,5,PLATINUM,790
274,64456147,Smith,830,Germany,Female,84,0,114356.99,3,1,0,148832.93,0,0,5,DIAMOND,628
275,88110973,Smith,607,France,Male,52,4,115206.19,3,1,0,48292.21,0,0,1,DIAMOND,823
276,49501026,Smith,624,Germany,Female,77,6,191307.46,1,0,0,75221.08,0,0,2,PLATINUM,307
277,43163773,Smith,587,Germany,Female,78,0,125572.91,2,0,1,117802.01,0,0,3,PLATINUM,936
278,21310552,Smith,369,Spain,Male,87,8,115770.4,1,1,0,89188.39,1,0,2,SILVER,709
279,41146082,Smith,839,France,Female,20,10,57906.58,3,0,1,65699.05,1,0,3,DIAMOND,650
280,31104792,Smith,582,Germany,Female,50,8,213120.0,4,0,0,95820.61,1,0,1,SILVER,426
281,31739356,Smith,839,France,Female,59,5,22750.23,1,1,1,65257.28,0,0,3,PLATINUM,300
282,21471761,Smith,570,France,Male,30,1,245573.99,4,1,0,67355.98,0,0,3,SILVER,113
283,29576703,Smith,675,Germany,Male,46,1,119018.75,2,0,0,126020.4,0,0,3,PLATINUM,243
284,85092305,Smith,366,France,Female,26,8,46496.75,1,0,0,100642.4,0,0,1,DIAMOND,847
285,82429249,Smith,729,France,Male,49,3,88582.01,4,0,1,138643.72,0,0,5,GOLD,917
286,28877237,Smith,438,France,Female,39,5,3842.55,3,0,1,169114.55,0,0,4,PLATINUM,893
287,56918818,Smith,835,France,Male,75,9,41630.67,2,0,1,189163.41,0,0,2,SILVER,756
288,33705256,Smith,545,France,Male,74,1,83834.95,4,0,1,38756.75,0,0,2,PLATINUM,125
289,94504547,Smith,699,France,Female,27,3,138603.82,2,1,0,128976.17,0,0,2,PLATINUM,783
290,87633091,Smith,433,Germany,Male,42,1,32370.21,1,0,1,120655.91,0,0,4,GOLD,910
291,89452960,Smith,736,Spain,Female,79,2,168990.82,4,0,1,174719.6,0,0,5,SILVER,591
292,65403796,Smith,436,France,Male,80,1,211069.12,1,1,0,180219.08,0,0,1,PLATINUM,412
293,33508102,Smith,656,Germany,Female,20,7,143084.9,1,1,0,154495.49,1,0,3,SILVER,717
294,19405634,Smith,687,Spain,Male,64,4,74225.36,3,0,1,123137.75,1,0,3,DIAMOND,358
295,15853584,Smith,503,France,Female,72,4,30348.08,4,0,1,47859.93,0,0,5,SILVER,298
296,34947744,Smith,789,France,Male,43,7,3883.77,4,1,0,62561.3,0,0,1,SILVER,936
297,58491183,Smith,577,Spain,Male,30,10,182950.58,4,0,0,124525.75,0,0,3,GOLD,969
298,47856186,Smith,797,Germany,Female,24,7,157119.84,2,1,1,36475.32,0,0,1,SILVER,267
299,58673237,Smith,613,France,Male,51,6,119070.85,2,0,1,44953.19,0,0,5,DIAMOND,289
300,75293686,Smith,814,France,Female,39,4,25498.89,2,1,1,183172.13,0,0,5,SILVER,764
301,11983509,Smith,572,Germany,Male,40,6,51756.3,2,1,0,191699.28,0,0,5,SILVER,848
302,28298917,Smith,770,Spain,Female,65,0,203793.08,4,1,0,10994.59,0,0,3,GOLD,497
303,53563237,Smith,842,France,Female,31,2,119962.87,4,0,1,173871.57,0,0,1,SILVER,878
304,87729132,Smith,470,Spain,Female,69,2,240708.21,2,1,0,188222.58,0,0,2,SILVER,757
305,87275698,Smith,830,France,Female,56,1,249993.04,3,0,0,109890.5,1,0,2,DIAMOND,977
306,83214389,Smith,760,France,Female,58,5,200176.78,4,0,1,95291.1,0,0,3,GOLD,312
307,36365210,Smith,522,France,Female,53,2,64545.9,2,1,0,184571.9,0,0,4,GOLD,475
308,68245345,Smith,353,Germany,Female,23,3,57778.74,1,0,0,11431.3,0,0,4,PLATINUM,614
309,37180308,Smith,691,France,Female,40,2,63408.58,3,1,1,169692.31,0,0,5,SILVER,685
310,21326237,Smith,477,France,Male,27,6,246696.27,4,1,1,66349.45,0,0,1,PLATINUM,760
311,96343264,Smith,823,Spain,Male,77,3,83835.12,3,1,1,131820.82,1,0,2,GOLD,800
312,71864219,Smith,829,Spain,Male,47,4,176611.69,2,1,0,71407.63,0,0,5,SILVER,812
313,64434670,Smith,821,France,Male,87,6,239754.43,1,0,0,109359.5,0,0,3,PLATINUM,652
314,97692768,Smith,459,France,Female,22,3,204899.04,1,0,0,163580.26,0,0,4,DIAMOND,415
315,43255876,Smith,704,Spain,Female,74,5,149400.95,2,0,1,44441.1,0,0,3,GOLD,865
316,59114107,Smith,386,Germany,Male,60,8,42241.38,3,1,1,136144.54,1,0,1,SILVER,261
317,25900476,Smith,829,France,Male,69,5,43734.56,4,0,0,180684.0,0,0,1,DIAMOND,725
318,50820227,Smith,420,Spain,Female,23,4,123105.77,2,0,0,181199.82,0,0,1,GOLD,689
319,89688895,Smith,638,France,Male,19,0,237986.12,3,1,1,179882.98,0,0,4,PLATINUM,550
320,97927856,Smith,380,Germany,Female,34,7,226123.42,2,1,1,108508.05,0,0,4,GOLD,968
321,63059071,Smith,788,France,Male,29,4,41548.01,1,1,1,155863.24,0,0,5,DIAMOND,959
322,99595920,Smith,730,Germany,Female,61,4,71929.94,4,0,1,94902.97,0,0,3,PLATINUM,589
323,22707035,Smith,617,France,Female,71,2,147202.83,2,1,0,97431.04,0,0,2,GOLD,945
324,15130397,Smith,360,Germany,Male,24,9,119357.62,1,0,1,63932.31,1,0,2,SILVER,698
325,80560220,Smith,693,Spain,Male,49,1,29840.7,2,1,0,64193.22,0,0,2,PLATINUM,815
326,46998516,Smith,677,France,Female,46,0,92326.8,1,1,0,17186.62,1,0,4,GOLD,534
327,46481541,Smith,381,Germany,Male,63,8,238678.59,1,0,1,110979.61,1,0,5,SILVER,180
328,76385640,Smith,406,France,Male,90,4,237860.56,4,0,0,68664.57,0,0,1,DIAMOND,330
329,76880548,Smith,515,Spain,Female,70,9,139856.47,1,0,1,45660.42,1,0,1,GOLD,592
330,88384476,Smith,537,Spain,Male,42,3,158815.33,4,1,1,33125.44,1,0,5,DIAMOND,518
331,52058334,Smith,691,Spain,Male,70,6,55476.57,4,0,1,75929.78,0,0,4,SILVER,546
332,59742523,Smith,831,Germany,Female,46,3,185488.18,1,0,0,180812.01,0,0,2,PLATINUM,859
333,49769056,Smith,368,Spain,Female,23,10,13124.05,1,1,1,108116.3,0,0,3,SILVER,798
334,65174259,Smith,465,France,Female,55,1,55170.55,4,0,0,115817.83,0,0,4,GOLD,471
335,66688830,Smith,817,France,Male,20,8,1470.92,2,1,0,20322.3,0,0,2,GOLD,941
336,53369428,Smith,533,Germany,Female,52,7,96425.31,2,1,1,108770.8,0,0,1,GOLD,718
337,24650271,Smith,619,France,Male,72,3,212565.3,2,1,0,136846.23,0,0,5,DIAMOND,700
338,41725526,Smith,382,Spain,Male,64,7,245626.62,3,0,1,38635.89,0,0,5,PLATINUM,566
339,89348896,Smith,359,Germany,Male,50,8,166938.99,1,0,1,196875.22,0,0,2,GOLD,376
340,28992383,Smith,429,France,Male,20,1,186216.67,4,1,0,183871.75,0,0,4,DIAMOND,268
341,80995266,Smith,541,France,Female,86,3,65687.39,3,0,0,198689.43,1,0,2,SILVER,927
342,66877183,Smith,669,France,Male,76,10,130083.17,1,1,0,78460.23,0,0,4,GOLD,605
343,94574185,Smith,539,Germany,Male,35,5,184144.47,4,1,1,166236.84,1,0,1,DIAMOND,668
344,11989173,Smith,417,France,Male,83,6,124318.96,1,1,1,72459.79,0,0,5,GOLD,449
345,46635193,Smith,824,France,Female,42,4,22136.6,2,1,1,152334.62,1,0,4,DIAMOND,458
346,42474983,Smith,697,Germany,Female,37,9,185216.05,3,0,0,190087.66,0,0,1,SILVER,879
347,43999533,Smith,474,Spain,Female,88,9,54891.1,4,1,1,39453.92,0,0,3,GOLD,540
348,24716695,Smith,776,Spain,Male,86,6,24424.42,1,0,0,36660.78,0,0,2,GOLD,395
349,73967150,Smith,685,Spain,Male,46,10,119514.49,4,1,0,29836.85,1,0,4,SILVER,161
350,73981206,Smith,408,Spain,Female,35,3,18652.27,4,1,1,161686.65,0,0,2,DIAMOND,624
351,74785345,Smith,785,France,Female,89,7,157360.92,4,1,1,136660.38,0,0,2,DIAMOND,289
352,27882750,Smith,446,Spain,Male,44,2,160118.31,2,1,1,109239.88,1,0,5,DIAMOND,166
353,88725274,Smith,845,France,Female,59,2,64175.49,4,1,0,157043.4,1,0,2,DIAMOND,838
354,70303849,Smith,624,Germany,Male,83,4,241133.61,3,1,0,171485.4,0,0,3,PLATINUM,525
355,20192257,Smith,498,Germany,Female,43,5,206112.9,3,0,1,190410.4,0,0,5,DIAMOND,804
356,53167705,Smith,627,Spain,Male,40,2,27396.74,1,0,0,48237.7,0,0,2,DIAMOND,990
357,31130343,Smith,614,France,Male,22,9,187128.03,1,0,0,93918.56,0,0,3,DIAMOND,657
358,50869792,Smith,358,France,Male,28,1,88268.67,4,0,1,185372.53,0,0,4,PLATINUM,573
359,59913224,Smith,806,Germany,Female,36,4,187572.13,2,0,1,97651.5,1,0,1,SILVER,193
360,74356138,Smith,632,France,Female,29,9,200198.7,3,1,0,102654.45,0,0,3,PLATINUM,337
361,77607727,Smith,622,Spain,Male,19,5,37844.51,4,0,1,189064.59,0,0,4,SILVER,935
362,63007836,Smith,777,Germany,Female,60,2,165460.5,3,0,0,149588.5,0,0,4,SILVER,727
363,75541801,Smith,650,Germany,Male,39,6,215682.49,1,1,1,114889.15,0,0,4,DIAMOND,520
364,68114585,Smith,357,Spain,Female,43,2,80843.41,2,1,1,77884.38,0,0,1,PLATINUM,413
365,36658609,Smith,557,Germany,Female,50,1,20082.08,3,1,1,183916.4,0,0,2,DIAMOND,673
366,86294551,Smith,751,France,Male,41,9,6816.87,1,1,1,11698.32,0,0,2,PLATINUM,530
367,40024204,Smith,474,France,Female,86,3,27500.24,3,0,0,70991.18,0,0,2,GOLD,970
368,92008891,Smith,472,Germany,Female,38,2,1051.48,4,0,1,189753.9,0,0,3,GOLD,473
369,58715257,Smith,382,Spain,Male,63,6,81736.49,3,0,1,104658.72,0,0,1,SILVER,456
370,32268806,Smith,350,Spain,Male,35,7,74832.15,3,0,0,128532.38,0,0,5,GOLD,130
371,16512440,Smith,553,Spain,Male,22,2,27585.32,4,1,1,111196.96,1,0,1,GOLD,769
372,22431395,Smith,355,France,Male,25,5,162779.47,2,0,0,85498.53,0,0,5,GOLD,509
373,83208492,Smith,646,France,Female,74,0,247976.59,2,1,0,136403.66,0,0,4,GOLD,477
374,39093907,Smith,788,France,Female,22,4,225231.6,4,0,1,155630.2,0,0,2,GOLD,477
375,46253447,Smith,354,Spain,Male,30,1,63212.65,2,1,0,79241.01,0,0,5,GOLD,158
376,72134783,Smith,792,France,Female,83,0,192495.41,2,1,0,122199.08,0,0,2,SILVER,609
377,72460303,Smith,429,France,Male,54,6,234215.82,4,0,1,25724.05,0,0,1,DIAMOND,313
378,93831437,Smith,623,Germany,Male,46,9,226591.06,3,0,1,114043.6,0,0,2,PLATINUM,323
379,74447435,Smith,526,France,Male,86,3,221137.38,2,0,0,152072.43,0,0,2,SILVER,355
380,59895282,Smith,687,Germany,Female,49,4,196612.63,1,1,0,121196.33,0,0,3,DIAMOND,465
381,12503771,Smith,670,France,Female,65,1,73247.87,1,0,0,176905.05,0,0,5,PLATINUM,206
382,80286689,Smith,688,France,Female,19,7,20890.77,4,1,1,64376.71,0,0,3,SILVER,880
383,10996161,Smith,787,France,Male,86,10,121954.84,1,0,0,103433.65,0,0,1,PLATINUM,508
384,14183839,Smith,794,Spain,Male,68,9,13697.78,1,0,1,26621.19,0,0,4,GOLD,155
385,77775190,Smith,485,France,Female,52,2,249618.42,4,1,1,143003.97,0,0,4,DIAMOND,537
386,77758014,Smith,736,France,Female,32,6,89577.42,1,0,0,94149.39,0,0,2,PLATINUM,561
387,30153173,Smith,374,France,Female,89,10,239584.98,1,0,1,110769.44,0,0,4,SILVER,292
388,77227698,Smith,674,France,Female,82,0,193280.25,3,0,0,34394.99,0,0,3,SILVER,692
389,58939582,Smith,532,Spain,Male,55,9,102822.74,4,0,0,199496.85,0,0,2,SILVER,664
390,66224957,Smith,517,France,Female,34,0,29577.85,2,0,1,156664.81,0,0,2,GOLD,691
391,32725756,Smith,816,Spain,Female,62,6,59298.27,4,1,0,86119.66,0,0,5,SILVER,120
392,81531065,Smith,687,France,Male,18,0,168261.14,1,1,1,118292.35,1,0,2,GOLD,458
393,11079600,Smith,527,Spain,Female,20,8,207483.8,1,0,1,127556.26,1,0,4,GOLD,597
394,36191539,Smith,722,Spain,Female,87,8,244860.12,2,0,0,192545.55,0,0,5,GOLD,976
395,42576169,Smith,444,Germany,Female,69,7,33040.55,2,1,0,155993.84,0,0,3,SILVER,638
396,53381573,Smith,382,Germany,Male,70,7,38986.84,3,1,1,76436.7,0,0,4,DIAMOND,554
397,80612021,Smith,460,France,Male,20,3,10609.87,1,1,1,195764.08,0,0,4,DIAMOND,162
398,35050090,Smith,495,Germany,Female,64,3,65091.13,1,1,0,67341.3,0,0,4,PLATINUM,856
399,18849851,Smith,730,France,Male,23,4,205266.86,1,0,1,119619.75,1,0,3,GOLD,639
400,70779108,Smith,790,France,Female,63,8,49564.21,3,1,1,143126.86,1,0,5,DIAMOND,578
401,76009351,Smith,580,Spain,Female,78,2,136966.19,4,1,1,61513.9,0,0,5,SILVER,609
402,95871668,Smith,621,France,Male,60,3,111601.8,2,0,0,191708.61,0,0,4,PLATINUM,333
403,94890726,Smith,685,Spain,Female,73,9,81456.56,3,0,1,51060.88,0,0,2,PLATINUM,326
404,97753580,Smith,844,France,Male,87,4,154586.6,3,0,0,93936.91,0,0,2,SILVER,964
405,39549535,Smith,387,Germany,Male,37,6,125581.45,1,0,0,44175.93,0,0,4,SILVER,991
406,10449395,Smith,774,Spain,Male,64,4,83690.79,2,1,0,176247.63,0,0,2,GOLD,320
407,31921117,Smith,484,Germany,Female,71,8,172212.72,4,1,1,52104.23,0,0,3,SILVER,527
408,50308782,Smith,683,Germany,Female,58,5,69992.05,1,1,1,16600.87,1,0,5,SILVER,732
409,61592034,Smith,584,Germany,Female,83,2,160795.83,3,1,1,17398.68,0,0,3,GOLD,269
410,63386038,Smith,786,Spain,Female,48,5,239311.47,3,1,0,88613.14,0,0,4,SILVER,699
411,67351079,Smith,668,France,Male,81,5,182237.99,2,0,1,109327.75,0,0,2,GOLD,413
412,41530803,Smith,717,Germany,Female,75,9,104599.89,2,0,0,17911.34,0,0,4,DIAMOND,589
413,43266319,Smith,694,France,Female,72,0,186889.83,2,1,1,27644.42,0,0,3,PLATINUM,792
414,40503180,Smith,509,France,Male,63,6,202310.45,1,1,1,28517.96,0,0,5,GOLD,564
415,13379569,Smith,387,France,Male,41,2,81460.12,3,1,0,137015.24,0,0,1,PLATINUM,425
416,80009467,Smith,499,France,Female,54,0,176283.05,2,0,1,66964.85,0,0,4,PLATINUM,735
417,54910237,Smith,749,Germany,Male,58,0,108599.05,4,1,0,116888.8,0,0,4,DIAMOND,708
418,52165906,Smith,657,Spain,Female,42,4,204630.62,2,1,1,24002.23,0,0,4,PLATINUM,863
419,69855504,Smith,378,Spain,Female,46,9,73844.4,2,1,0,179501.96,0,0,4,DIAMOND,795
420,99473854,Smith,493,Germany,Male,48,9,234439.92,1,0,1,67842.32,0,0,5,DIAMOND,984
421,16319707,Smith,425,France,Male,19,1,143696.73,1,0,1,157858.14,0,0,5,GOLD,275
422,78532150,Smith,494,France,Female,29,1,88325.83,1,1,0,167073.58,0,0,3,PLATINUM,595
423,13695961,Smith,578,France,Female,22,3,104842.82,1,1,1,197702.64,0,0,1,GOLD,271
424,88911293,Smith,413,Germany,Female,78,9,86949.65,2,0,0,150797.39,0,0,4,GOLD,573
425,46396424,Smith,696,France,Female,73,10,36561.58,3,0,1,94133.05,1,0,3,GOLD,655
426,14294539,Smith,694,Germany,Female,88,6,17123.1,4,0,0,38999.29,0,0,5,GOLD,490
427,21609076,Smith,618,Spain,Male,54,7,80444.67,4,0,1,19095.72,1,0,2,SILVER,855
428,83204793,Smith,677,Germany,Female,53,10,114672.61,3,1,1,178389.37,0,0,5,GOLD,904
429,48498937,Smith,533,Spain,Male,91,9,90454.23,4,0,1,94866.04,0,0,5,DIAMOND,435
430,10803328,Smith,610,Germany,Male,46,6,3479.88,2,0,1,152493.1,1,0,2,PLATINUM,293
431,30840174,Smith,617,France,Male,55,8,144751.56,3,0,1,104302.79,0,0,2,DIAMOND,595
432,11043233,Smith,518,France,Female,58,6,36204.12,1,0,1,177136.25,0,0,3,DIAMOND,186
433,87209213,Smith,608,Spain,Female,50,3,52751.32,1,0,0,152436.42,0,0,1,SILVER,780
434,10529525,Smith,576,Germany,Male,30,8,30187.13,1,1,1,26236.97,0,0,1,SILVER,522
435,26953831,Smith,382,Germany,Male,23,8,130108.18,2,1,1,152907.91,1,0,5,DIAMOND,963
436,66996736,Smith,726,France,Male,83,2,23789.82,1,0,1,60694.69,0,0,2,SILVER,576
437,84583311,Smith,563,Germany,Male,25,9,64089.31,1,1,0,156880.68,1,0,5,DIAMOND,875
438,81709884,Smith,399,France,Male,81,7,112927.18,1,0,1,190217.85,0,0,1,GOLD,718
439,92235366,Smith,789,France,Female,26,0,41927.22,4,1,0,186725.12,0,0,1,SILVER,654
440,13699391,Smith,841,France,Male,40,1,111560.34,3,1,0,33750.04,0,0,4,PLATINUM,370
441,87183765,Smith,742,France,Female,88,7,85683.78,4,1,0,20387.73,0,0,1,DIAMOND,153
442,58487260,Smith,838,France,Male,38,7,215149.29,2,1,0,157626.51,0,0,4,SILVER,617
443,67338102,Smith,559,France,Male,18,5,198725.8,2,1,0,144892.73,0,0,5,SILVER,918
444,80721474,Smith,783,Germany,Female,63,7,248213.65,2,0,1,43472.77,1,0,3,SILVER,559
445,25192217,Smith,378,Germany,Female,79,7,132227.93,4,0,1,140067.79,0,0,1,DIAMOND,638
446,62496015,Smith,388,Germany,Male,19,1,143849.27,3,1,0,12942.69,0,0,4,PLATINUM,901
447,20292658,Smith,696,France,Female,61,2,236661.46,1,1,1,129920.8,0,0,3,GOLD,278
448,43698788,Smith,449,Spain,Female,22,6,99898.05,2,1,1,168138.06,1,0,3,GOLD,174
449,71819576,Smith,522,France,Male,56,2,138920.67,2,0,1,131949.41,0,0,5,GOLD,255
450,73362116,Smith,366,France,Male,83,10,94771.37,4,1,1,22425.32,0,0,2,DIAMOND,426
451,11748014,Smith,405,Germany,Male,62,1,136465.18,1,1,1,198284.75,0,0,3,PLATINUM,454
452,50711152,Smith,575,France,Female,30,5,20191.61,1,0,0,77657.38,0,0,5,SILVER,218
453,60296557,Smith,395,Germany,Male,49,1,195948.52,4,0,0,82290.86,0,0,2,PLATINUM,390
454,56216125,Smith,416,Germany,Male,60,1,246319.99,4,0,0,26102.75,0,0,3,GOLD,738
455,79397491,Smith,546,Spain,Female,25,10,16435.1,4,0,0,41752.36,0,0,5,PLATINUM,375
456,91949124,Smith,491,Spain,Male,91,1,200259.93,3,0,1,61523.4,0,0,5,DIAMOND,824
457,33295179,Smith,672,Spain,Female,76,3,60433.7,2,1,1,161848.45,0,0,4,DIAMOND,357
458,83706383,Smith,372,France,Female,28,6,49386.76,2,0,0,141432.27,0,0,5,GOLD,632
459,27541337,Smith,836,Spain,Male,45,5,173342.6,2,0,0,120893.28,0,0,3,PLATINUM,446
460,67399769,Smith,443,France,Female,56,4,11033.06,3,0,1,174139.71,0,0,3,PLATINUM,269
461,30279846,Smith,591,Germany,Female,43,3,115809.84,4,0,0,199582.99,0,0,1,SILVER,797
462,20970723,Smith,586,Germany,Male,89,1,361.12,2,1,1,83107.15,0,0,3,DIAMOND,903
463,82807712,Smith,794,France,Female,43,10,138598.51,2,1,0,84332.45,1,0,2,SILVER,706
464,82193785,Smith,756,Germany,Male,49,7,115520.42,2,1,1,149856.98,0,0,1,PLATINUM,605
465,60018037,Smith,760,France,Male,63,1,228870.65,3,0,1,132426.28,1,0,5,PLATINUM,243
466,53351876,Smith,403,France,Male,45,10,180067.98,4,0,0,12544.76,0,0,1,SILVER,723
467,60166883,Smith,487,Spain,Male,24,7,31501.54,2,1,0,134531.19,0,0,2,SILVER,904
468,70361505,Smith,822,France,Male,52,9,88634.99,2,1,1,146725.59,0,0,1,PLATINUM,343
469,56787763,Smith,682,France,Female,83,3,232894.94,3,1,0,197327.95,0,0,2,PLATINUM,504
470,75732489,Smith,621,France,Female,39,4,181333.54,4,0,0,121486.49,0,0,5,SILVER,704
471,13693305,Smith,390,Spain,Female,39,10,148568.78,4,1,1,140039.38,0,0,1,GOLD,420
472,23470137,Smith,447,France,Male,20,0,139767.9,2,0,0,159862.06,0,0,3,SILVER,286
473,14466271,Smith,532,France,Male,63,1,99524.62,1,0,0,28232.33,0,0,3,DIAMOND,347
474,64717184,Smith,477,Spain,Male,67,10,146300.37,3,0,1,149583.91,0,0,2,DIAMOND,332
475,44907127,Smith,578,France,Male,25,7,192916.1,1,0,0,113904.49,0,0,2,DIAMOND,678
476,20495300,Smith,666,France,Female,21,0,31884.42,1,1,1,29014.36,0,0,2,GOLD,993
477,38709379,Smith,435,Spain,Female,32,2,242457.66,2,0,1,137277.36,0,0,5,DIAMOND,208
478,44654999,Smith,605,Germany,Male,61,1,59841.22,2,0,1,54555.81,0,0,2,GOLD,774
479,37451727,Smith,558,Spain,Male,56,9,111935.67,2,0,1,112200.59,0,0,3,PLATINUM,748
480,84815222,Smith,564,France,Male,46,4,5678.91,3,0,1,63382.44,0,0,3,DIAMOND,447
481,38997889,Smith,723,Spain,Female,90,3,137586.48,3,1,0,29861.91,0,0,2,GOLD,748
482,58978079,Smith,449,Spain,Female,79,3,95466.71,3,1,1,57664.24,0,0,4,PLATINUM,688
483,21726298,Smith,398,France,Male,51,3,62438.97,1,0,0,93373.26,0,0,2,SILVER,250
484,94607827,Smith,550,France,Male,43,10,246381.06,3,1,1,103884.48,0,0,4,PLATINUM,408
485,65723671,Smith,785,Spain,Female,35,3,107035.29,4,1,1,38211.37,0,0,1,PLATINUM,788
486,99843595,Smith,607,France,Female,80,3,103574.09,3,0,1,70985.94,1,0,1,GOLD,588
487,66564401,Smith,829,Germany,Male,69,5,115775.82,2,1,0,173284.22,0,0,3,PLATINUM,975
488,56673570,Smith,725,Germany,Male,71,1,29038.44,1,0,1,182972.61,1,0,1,PLATINUM,998
489,88547323,Smith,527,Spain,Male,59,3,98274.03,3,0,0,111684.6,0,0,1,GOLD,632
490,25033888,Smith,594,Spain,Female,71,6,84101.06,2,1,0,103168.71,0,0,1,SILVER,206
491,99132960,Smith,472,France,Male,69,6,116281.11,2,0,1,120467.73,0,0,5,SILVER,514
492,71704882,Smith,691,France,Female,30,0,214155.29,4,1,0,50768.2,0,0,5,SILVER,800
493,44958762,Smith,520,Spain,Male,49,9,48196.35,4,1,1,198778.52,0,0,2,PLATINUM,784
494,27028708,Smith,682,Spain,Male,83,8,151934.83,3,0,0,151601.82,0,0,4,SILVER,988
495,14035851,Smith,485,Germany,Male,75,6,9409.27,1,1,1,55361.72,0,0,3,SILVER,529
496,57685442,Smith,408,Spain,Female,56,10,79198.13,1,1,1,61707.82,0,0,5,DIAMOND,594
497,44045504,Smith,542,Germany,Male,44,5,118164.4,3,1,0,133198.35,0,0,5,DIAMOND,370
498,92396202,Smith,814,France,Female,71,1,18569.79,3,0,1,71340.84,0,0,3,GOLD,948
499,45610155,Smith,617,Spain,Male,89,5,135991.98,3,1,1,77510.19,1,0,5,SILVER,561
500,39469068,Smith,609,France,Female,90,4,77581.41,1,1,0,158379.11,0,0,3,DIAMOND,627
501,40185054,Smith,722,France,Male,60,8,248202.5,4,0,1,60716.14,1,0,2,PLATINUM,884
502,19702701,Smith,810,France,Female,69,0,157742.38,1,1,1,143995.83,0,0,2,PLATINUM,637
503,88262145,Smith,444,Spain,Male,31,4,61043.8,2,1,1,187628.12,0,0,1,SILVER,211
504,43127676,Smith,474,Spain,Female,25,2,25668.31,4,1,1,33585.68,0,0,3,DIAMOND,689
505,12976242,Smith,390,France,Female,52,8,10179.94,2,1,1,37414.0,1,0,3,GOLD,144
506,47317456,Smith,728,France,Male,35,0,22693.32,1,1,1,189145.89,0,0,2,SILVER,550
507,37812615,Smith,603,Germany,Female,72,5,170014.88,2,0,0,48668.66,0,0,5,GOLD,294
508,54653148,Smith,356,Spain,Female,69,2,213748.07,1,1,1,13971.16,1,0,3,SILVER,306
509,14833177,Smith,820,Germany,Male,89,0,39183.28,4,0,0,175016.5,0,0,3,PLATINUM,167
510,18454561,Smith,565,Germany,Female,66,10,100533.61,4,0,0,63637.55,1,0,5,PLATINUM,131
511,55932658,Smith,418,Germany,Male,25,2,88558.84,4,0,1,66687.25,0,0,2,DIAMOND,927
512,12597480,Smith,418,France,Male,54,1,161129.52,2,1,1,53115.02,0,0,3,DIAMOND,513
513,33151417,Smith,430,France,Female,83,9,45669.47,3,1,1,184356.71,0,0,3,SILVER,580
514,49673332,Smith,379,France,Female,58,7,238329.83,4,0,1,157139.54,0,0,5,SILVER,520
515,29699313,Smith,422,Spain,Female,90,2,182139.1,1,1,0,123390.57,1,0,1,GOLD,747
516,26934380,Smith,611,France,Female,44,10,238767.97,2,1,0,96119.08,0,0,5,PLATINUM,642
517,20617244,Smith,438,Germany,Female,37,6,69342.31,4,0,0,37270.72,0,0,5,PLATINUM,833
518,44086263,Smith,752,France,Male,55,9,146928.91,3,0,1,185937.49,0,0,1,SILVER,585
519,80098339,Smith,557,France,Male,29,5,183066.98,4,1,0,152436.08,0,0,3,GOLD,230
520,60234072,Smith,562,France,Female,59,6,177739.06,2,0,1,62987.87,1,0,1,PLATINUM,951
521,13369720,Smith,671,France,Female,67,10,5336.52,2,1,1,190024.25,0,0,4,SILVER,232
522,81819939,Smith,615,France,Female,48,6,249572.29,3,0,1,187686.28,1,0,1,SILVER,657
523,83963364,Smith,749,Spain,Female,82,9,232014.99,3,1,1,135308.58,0,0,2,DIAMOND,782
524,12640328,Smith,642,France,Female,70,0,29938.02,1,1,0,197150.68,1,0,3,GOLD,680
525,35856919,Smith,556,Germany,Male,57,3,135891.69,4,1,1,45577.17,0,0,4,DIAMOND,317
526,67658082,Smith,682,France,Male,90,3,78639.11,2,0,0,148964.17,0,0,4,SILVER,755
527,65395426,Smith,426,Germany,Male,56,4,219723.5,3,1,1,38913.46,0,0,1,PLATINUM,865
528,37348975,Smith,637,Germany,Female,27,9,174379.91,2,1,1,141421.33,0,0,4,PLATINUM,523
529,21552291,Smith,842,Spain,Female,46,4,55879.29,3,1,1,184771.85,0,0,3,PLATINUM,736
530,10070640,Smith,396,France,Female,57,7,8465.29,1,0,1,111858.54,0,0,3,GOLD,532
531,87498463,Smith,459,France,Male,47,3,72935.45,4,0,0,154982.66,0,0,5,GOLD,195
532,72976036,Smith,549,Spain,Male,19,0,9534.32,3,0,0,37193.13,1,0,5,SILVER,599
